outer_fold,corridor,frontier_point_id,common_signal_count,comparison_status,left_hit_rate,right_hit_rate,delta_hit_rate,left_mean_regret_bps,right_mean_regret_bps,delta_mean_regret_bps
outer_2024,RUB_KZT,budget_05,47,active,0.8085106382978723,0.7659574468085106,-0.04255319148936165,48.496961214565964,52.017279286478725,3.5203180719127616
outer_2024,RUB_KZT,budget_06,48,active,0.6666666666666666,0.6875,0.02083333333333337,64.46064532904792,67.63838660126875,3.1777412722208283
outer_2024,RUB_KZT,budget_07,50,active,0.62,0.62,0.0,74.92575529163199,73.889840138686,-1.0359151529459893
outer_2024,RUB_KZT,budget_08,54,active,0.5740740740740741,0.5370370370370371,-0.03703703703703698,83.18034265078333,84.70256385824077,1.5222212074574344
outer_2024,RUB_KZT,budget_09,54,active,0.5555555555555556,0.5555555555555556,0.0,84.61255939417778,84.61255939417777,-1.4210854715202004e-14
outer_2024,RUB_KZT,budget_10,54,active,0.5555555555555556,0.5555555555555556,0.0,84.61255939417778,84.61255939417777,-1.4210854715202004e-14
outer_2024,RUB_KZT,budget_11,54,active,0.5555555555555556,0.5555555555555556,0.0,84.61255939417778,84.61255939417777,-1.4210854715202004e-14
outer_2024,RUB_KZT,budget_12,54,active,0.5555555555555556,0.5555555555555556,0.0,84.61255939417778,84.61255939417777,-1.4210854715202004e-14
outer_2024,RUB_KZT,budget_13,54,active,0.5555555555555556,0.5555555555555556,0.0,84.61255939417778,84.61255939417777,-1.4210854715202004e-14
outer_2024,RUB_TJS,budget_00,10,active,0.9,0.9,0.0,6.614257490919999,6.614257490920001,1.7763568394002505e-15
outer_2024,RUB_TJS,budget_01,23,active,0.8695652173913043,0.9130434782608695,0.04347826086956519,13.428353362173914,12.190275352513044,-1.2380780096608692
outer_2024,RUB_TJS,budget_02,28,active,0.8928571428571429,0.8928571428571429,0.0,16.440426402503572,16.44042640250357,-3.552713678800501e-15
outer_2024,RUB_TJS,budget_03,31,active,0.9032258064516129,0.9032258064516129,0.0,15.98212380647097,15.982123806470968,-1.7763568394002505e-15
outer_2024,RUB_TJS,budget_04,37,active,0.8918918918918919,0.8648648648648649,-0.027027027027026973,15.19977249497838,28.398493308440543,13.198720813462163
outer_2024,RUB_TJS,budget_05,42,active,0.7619047619047619,0.8333333333333334,0.07142857142857151,51.53138722709047,36.13846421746905,-15.39292300962142
outer_2024,RUB_TJS,budget_06,44,active,0.7272727272727273,0.7272727272727273,0.0,52.39832886179091,53.00357341439317,0.6052445526022652
outer_2024,RUB_TJS,budget_07,47,active,0.7446808510638298,0.6808510638297872,-0.06382978723404253,53.46450276568085,60.602007165870205,7.137504400189357
outer_2024,RUB_TJS,budget_08,49,active,0.673469387755102,0.673469387755102,0.0,60.521520929326535,61.63485834146735,1.1133374121408153
outer_2024,RUB_TJS,budget_09,54,active,0.6666666666666666,0.6481481481481481,-0.01851851851851849,66.2554613347463,69.03894354366297,2.7834822089166664
outer_2024,RUB_TJS,budget_10,54,active,0.6666666666666666,0.6481481481481481,-0.01851851851851849,66.2554613347463,69.03894354366297,2.7834822089166664
outer_2024,RUB_TJS,budget_11,54,active,0.6666666666666666,0.6481481481481481,-0.01851851851851849,66.2554613347463,69.03894354366297,2.7834822089166664
outer_2024,RUB_TJS,budget_12,54,active,0.6666666666666666,0.6481481481481481,-0.01851851851851849,66.2554613347463,69.03894354366297,2.7834822089166664
outer_2024,RUB_TJS,budget_13,54,active,0.6666666666666666,0.6481481481481481,-0.01851851851851849,66.2554613347463,69.03894354366297,2.7834822089166664
outer_2024,RUB_UZS,budget_00,20,active,0.8,0.95,0.1499999999999999,15.570678892035,6.418612935925,-9.15206595611
outer_2024,RUB_UZS,budget_01,26,active,0.8076923076923077,0.8076923076923077,0.0,16.87385868401154,19.26764268788077,2.3937840038692286
outer_2024,RUB_UZS,budget_02,30,active,0.8333333333333334,0.8333333333333334,0.0,18.247461695083334,16.69862366283,-1.548838032253336
outer_2024,RUB_UZS,budget_03,32,active,0.8125,0.8125,0.0,20.503981469612498,19.638438974906247,-0.8655424947062507
outer_2024,RUB_UZS,budget_04,42,active,0.8333333333333334,0.8095238095238095,-0.023809523809523836,22.748882938088094,33.61039360275952,10.861510664671428
outer_2024,RUB_UZS,budget_05,43,active,0.7674418604651163,0.7441860465116279,-0.023255813953488413,34.88051579031628,42.46057829249301,7.58006250217673
outer_2024,RUB_UZS,budget_06,45,active,0.6666666666666666,0.6888888888888889,0.022222222222222254,59.690289804293336,60.44172594284667,0.7514361385533377
outer_2024,RUB_UZS,budget_07,48,active,0.7083333333333334,0.6666666666666666,-0.04166666666666674,58.2494892355,62.36825899549999,4.118769759999992
outer_2024,RUB_UZS,budget_08,48,active,0.6666666666666666,0.6458333333333334,-0.02083333333333326,65.57618055316875,68.08845665146042,2.5122760982916645
